edge_id,source_strut_id,source_class,k,neighbor_edge_ids,neighbor_categories,neighbor_distances_mm,present_neighbor_count,unintentional_missing_neighbor_count,unintentional_broken_neighbor_count,intentional_missing_neighbor_count,resolved_neighbor_count,unresolved_neighbor_count
E_N007861_N009015,15997,unintentional_missing,5,"[""E_N007861_N007876"",""E_N007861_N008999"",""E_N007876_N009015"",""E_N008999_N009015"",""E_N007861_N007881""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N007861_N009015,15997,unintentional_missing,10,"[""E_N007861_N007876"",""E_N007861_N008999"",""E_N007876_N009015"",""E_N008999_N009015"",""E_N007861_N007881"",""E_N007875_N009015"",""E_N007861_N009001"",""E_N007876_N008999"",""E_N008995_N009015"",""E_N007875_N007876""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N007875_N007881,13983,unintentional_missing,1,"[""E_N007876_N007881""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N007875_N007881,13983,unintentional_missing,3,"[""E_N007876_N007881"",""E_N007875_N007876"",""E_N007875_N007879""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N007875_N007881,13983,unintentional_missing,5,"[""E_N007876_N007881"",""E_N007875_N007876"",""E_N007875_N007879"",""E_N007879_N007881"",""E_N006741_N007881""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N007875_N007881,13983,unintentional_missing,10,"[""E_N007876_N007881"",""E_N007875_N007876"",""E_N007875_N007879"",""E_N007879_N007881"",""E_N006741_N007881"",""E_N007861_N007881"",""E_N007875_N009015"",""E_N007875_N007895"",""E_N007876_N007879"",""E_N006742_N007881""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N007875_N007895,14010,unintentional_missing,1,"[""E_N007875_N007879""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N007875_N007895,14010,unintentional_missing,3,"[""E_N007875_N007879"",""E_N007875_N007890"",""E_N007879_N007895""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N007875_N007895,14010,unintentional_missing,5,"[""E_N007875_N007879"",""E_N007875_N007890"",""E_N007879_N007895"",""E_N007890_N007895"",""E_N006741_N007895""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N007875_N007895,14010,unintentional_missing,10,"[""E_N007875_N007879"",""E_N007875_N007890"",""E_N007879_N007895"",""E_N007890_N007895"",""E_N006741_N007895"",""E_N007875_N009029"",""E_N007875_N007881"",""E_N007879_N007890"",""E_N007889_N007895"",""E_N006741_N007879""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N007875_N009015,15996,unintentional_missing,1,"[""E_N007875_N007876""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N007875_N009015,15996,unintentional_missing,3,"[""E_N007875_N007876"",""E_N007876_N009015"",""E_N007875_N009013""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053266,1.612203461105329]",3,0,0,0,3,0
E_N007875_N009015,15996,unintentional_missing,5,"[""E_N007875_N007876"",""E_N007876_N009015"",""E_N007875_N009013"",""E_N009013_N009015"",""E_N007861_N009015""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053266,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N007875_N009015,15996,unintentional_missing,10,"[""E_N007875_N007876"",""E_N007876_N009015"",""E_N007875_N009013"",""E_N009013_N009015"",""E_N007861_N009015"",""E_N007875_N007881"",""E_N007875_N009029"",""E_N007876_N009013"",""E_N009009_N009015"",""E_N007861_N007876""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053266,1.6122034611053266,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N007875_N009029,16025,unintentional_missing,1,"[""E_N007875_N007890""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N007875_N009029,16025,unintentional_missing,3,"[""E_N007875_N007890"",""E_N007875_N009013"",""E_N007890_N009029""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N007875_N009029,16025,unintentional_missing,5,"[""E_N007875_N007890"",""E_N007875_N009013"",""E_N007890_N009029"",""E_N009013_N009029"",""E_N007875_N007895""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N007875_N009029,16025,unintentional_missing,10,"[""E_N007875_N007890"",""E_N007875_N009013"",""E_N007890_N009029"",""E_N009013_N009029"",""E_N007875_N007895"",""E_N007875_N009015"",""E_N007889_N009029"",""E_N007890_N009013"",""E_N009009_N009029"",""E_N007875_N007879""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N007889_N007895,14011,unintentional_missing,1,"[""E_N007889_N007890""]","[""""]",[1.612203461105329],0,0,0,0,0,1
E_N007889_N007895,14011,unintentional_missing,3,"[""E_N007889_N007890"",""E_N007889_N007893"",""E_N007890_N007895""]","["""",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",2,0,0,0,2,1
E_N007889_N007895,14011,unintentional_missing,5,"[""E_N007889_N007890"",""E_N007889_N007893"",""E_N007890_N007895"",""E_N007893_N007895"",""E_N006755_N007895""]","["""",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",3,1,0,0,4,1
E_N007889_N007895,14011,unintentional_missing,10,"[""E_N007889_N007890"",""E_N007889_N007893"",""E_N007890_N007895"",""E_N007893_N007895"",""E_N006755_N007895"",""E_N007889_N009029"",""E_N007875_N007895"",""E_N007889_N007909"",""E_N007890_N007893"",""E_N006755_N007893""]","["""",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"","""",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",5,3,0,0,8,2
E_N007889_N009029,16024,unintentional_missing,1,"[""E_N007889_N007890""]","[""""]",[1.6122034611053266],0,0,0,0,0,1
E_N007889_N009029,16024,unintentional_missing,3,"[""E_N007889_N007890"",""E_N007889_N009027"",""E_N007890_N009029""]","["""",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",2,0,0,0,2,1
E_N007889_N009029,16024,unintentional_missing,5,"[""E_N007889_N007890"",""E_N007889_N009027"",""E_N007890_N009029"",""E_N009027_N009029"",""E_N007889_N007895""]","["""",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",3,1,0,0,4,1
E_N007889_N009029,16024,unintentional_missing,10,"[""E_N007889_N007890"",""E_N007889_N009027"",""E_N007890_N009029"",""E_N009027_N009029"",""E_N007889_N007895"",""E_N007875_N009029"",""E_N007889_N009043"",""E_N007890_N009027"",""E_N009023_N009029"",""E_N007889_N007893""]","["""",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"","""",""present"",""unintentional_missing"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",5,3,0,0,8,2
E_N008309_N008313,14755,unintentional_missing,1,"[""E_N008309_N008310""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N008309_N008313,14755,unintentional_missing,3,"[""E_N008309_N008310"",""E_N008309_N008315"",""E_N008310_N008313""]","[""present"",""present"",""""]","[1.612203461105329,1.612203461105329,1.612203461105329]",2,0,0,0,2,1
E_N008309_N008313,14755,unintentional_missing,5,"[""E_N008309_N008310"",""E_N008309_N008315"",""E_N008310_N008313"",""E_N008313_N008315"",""E_N007175_N008313""]","[""present"",""present"","""","""",""""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",2,0,0,0,2,3
E_N008309_N008313,14755,unintentional_missing,10,"[""E_N008309_N008310"",""E_N008309_N008315"",""E_N008310_N008313"",""E_N008313_N008315"",""E_N007175_N008313"",""E_N008183_N008313"",""E_N008309_N008439"",""E_N008309_N009447"",""E_N008310_N008315"",""E_N007175_N008315""]","[""present"",""present"","""","""","""","""","""","""",""present"",""""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",3,0,0,0,3,7
E_N008950_N008959,15886,unintentional_missing,1,"[""E_N008950_N008956""]","[""""]",[1.6122034611053286],0,0,0,0,0,1
E_N008950_N008959,15886,unintentional_missing,3,"[""E_N008950_N008956"",""E_N008954_N008959"",""E_N008950_N008954""]","["""",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329]",2,0,0,0,2,1
E_N008950_N008959,15886,unintentional_missing,5,"[""E_N008950_N008956"",""E_N008954_N008959"",""E_N008950_N008954"",""E_N008956_N008959"",""E_N008953_N008959""]","["""",""present"",""present"","""",""unintentional_missing""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2800000000000002]",2,1,0,0,3,2
E_N008950_N008959,15886,unintentional_missing,10,"[""E_N008950_N008956"",""E_N008954_N008959"",""E_N008950_N008954"",""E_N008956_N008959"",""E_N008953_N008959"",""E_N007816_N008959"",""E_N008950_N010093"",""E_N008954_N008956"",""E_N008953_N008954"",""E_N008957_N008959""]","["""",""present"",""present"","""",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"","""",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728237,2.7924183067728237]",4,3,0,0,7,3
E_N008950_N010093,18193,unintentional_missing,1,"[""E_N008950_N010090""]","[""""]",[1.6122034611053286],0,0,0,0,0,1
E_N008950_N010093,18193,unintentional_missing,3,"[""E_N008950_N010090"",""E_N008954_N010093"",""E_N008950_N008954""]","["""",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329]",2,0,0,0,2,1
E_N008950_N010093,18193,unintentional_missing,5,"[""E_N008950_N010090"",""E_N008954_N010093"",""E_N008950_N008954"",""E_N010090_N010093"",""E_N008953_N010093""]","["""",""present"",""present"","""",""unintentional_missing""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2800000000000002]",2,1,0,0,3,2
E_N008950_N010093,18193,unintentional_missing,10,"[""E_N008950_N010090"",""E_N008954_N010093"",""E_N008950_N008954"",""E_N010090_N010093"",""E_N008953_N010093"",""E_N008950_N008959"",""E_N008954_N010090"",""E_N010084_N010093"",""E_N008953_N008954"",""E_N010091_N010093""]","["""",""present"",""present"","""",""unintentional_missing"",""unintentional_missing"","""",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728237,2.7924183067728237]",4,3,0,0,7,3
E_N008953_N008959,15887,unintentional_missing,1,"[""E_N008953_N008957""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N008953_N008959,15887,unintentional_missing,3,"[""E_N008953_N008957"",""E_N008954_N008959"",""E_N008953_N008954""]","[""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329]",3,0,0,0,3,0
E_N008953_N008959,15887,unintentional_missing,5,"[""E_N008953_N008957"",""E_N008954_N008959"",""E_N008953_N008954"",""E_N008957_N008959"",""E_N008953_N008973""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N008953_N008959,15887,unintentional_missing,10,"[""E_N008953_N008957"",""E_N008954_N008959"",""E_N008953_N008954"",""E_N008957_N008959"",""E_N008953_N008973"",""E_N008950_N008959"",""E_N007819_N008959"",""E_N008953_N010093"",""E_N008954_N008957"",""E_N008953_N008968""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"","""",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",5,4,0,0,9,1
E_N008953_N008973,15914,unintentional_missing,1,"[""E_N008953_N008957""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N008953_N008973,15914,unintentional_missing,3,"[""E_N008953_N008957"",""E_N008953_N008968"",""E_N008957_N008973""]","[""present"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N008953_N008973,15914,unintentional_missing,5,"[""E_N008953_N008957"",""E_N008953_N008968"",""E_N008957_N008973"",""E_N008968_N008973"",""E_N008953_N008959""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N008953_N008973,15914,unintentional_missing,10,"[""E_N008953_N008957"",""E_N008953_N008968"",""E_N008957_N008973"",""E_N008968_N008973"",""E_N008953_N008959"",""E_N008967_N008973"",""E_N007819_N008973"",""E_N008953_N010107"",""E_N008957_N008968"",""E_N008953_N008954""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",6,4,0,0,10,0
E_N008953_N010093,18192,unintentional_missing,1,"[""E_N008953_N010091""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N008953_N010093,18192,unintentional_missing,3,"[""E_N008953_N010091"",""E_N008954_N010093"",""E_N008953_N008954""]","[""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329]",3,0,0,0,3,0
E_N008953_N010093,18192,unintentional_missing,5,"[""E_N008953_N010091"",""E_N008954_N010093"",""E_N008953_N008954"",""E_N010091_N010093"",""E_N008953_N010107""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N008953_N010093,18192,unintentional_missing,10,"[""E_N008953_N010091"",""E_N008954_N010093"",""E_N008953_N008954"",""E_N010091_N010093"",""E_N008953_N010107"",""E_N008950_N010093"",""E_N008953_N008959"",""E_N008954_N010091"",""E_N010087_N010093"",""E_N008953_N008968""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""intentional_missing"",""unintentional_missing"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",5,4,0,1,10,0
E_N008953_N010107,18225,unintentional_missing,1,"[""E_N008953_N010091""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N008953_N010107,18225,unintentional_missing,3,"[""E_N008953_N010091"",""E_N008953_N008968"",""E_N008968_N010107""]","[""present"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N008953_N010107,18225,unintentional_missing,5,"[""E_N008953_N010091"",""E_N008953_N008968"",""E_N008968_N010107"",""E_N010091_N010107"",""E_N008953_N010093""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N008953_N010107,18225,unintentional_missing,10,"[""E_N008953_N010091"",""E_N008953_N008968"",""E_N008968_N010107"",""E_N010091_N010107"",""E_N008953_N010093"",""E_N008967_N010107"",""E_N008953_N008973"",""E_N008968_N010091"",""E_N010087_N010107"",""E_N008953_N008954""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",6,4,0,0,10,0
E_N008967_N008973,15915,unintentional_missing,1,"[""E_N008967_N008971""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N008967_N008973,15915,unintentional_missing,3,"[""E_N008967_N008971"",""E_N008968_N008973"",""E_N008967_N008968""]","[""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329]",3,0,0,0,3,0
E_N008967_N008973,15915,unintentional_missing,5,"[""E_N008967_N008971"",""E_N008968_N008973"",""E_N008967_N008968"",""E_N008971_N008973"",""E_N008967_N008987""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999985]",4,1,0,0,5,0
E_N008967_N008973,15915,unintentional_missing,10,"[""E_N008967_N008971"",""E_N008968_N008973"",""E_N008967_N008968"",""E_N008971_N008973"",""E_N008967_N008987"",""E_N008953_N008973"",""E_N007833_N008973"",""E_N008967_N010107"",""E_N008968_N008971"",""E_N008967_N008982""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728223]",6,4,0,0,10,0
E_N008967_N008987,15942,unintentional_missing,1,"[""E_N008967_N008971""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N008967_N008987,15942,unintentional_missing,3,"[""E_N008967_N008971"",""E_N008967_N008982"",""E_N008971_N008987""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N008967_N008987,15942,unintentional_missing,5,"[""E_N008967_N008971"",""E_N008967_N008982"",""E_N008971_N008987"",""E_N008982_N008987"",""E_N008967_N008973""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999985]",4,1,0,0,5,0
E_N008967_N008987,15942,unintentional_missing,10,"[""E_N008967_N008971"",""E_N008967_N008982"",""E_N008971_N008987"",""E_N008982_N008987"",""E_N008967_N008973"",""E_N007833_N008987"",""E_N008967_N010121"",""E_N008971_N008982"",""E_N008981_N008987"",""E_N008967_N008968""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728223]",6,4,0,0,10,0
E_N008967_N010105,18249,unintentional_broken,1,"[""E_N008967_N008982""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N008967_N010105,18249,unintentional_broken,3,"[""E_N008967_N008982"",""E_N008967_N010121"",""E_N008982_N010105""]","[""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.6122034611053278,1.6122034611053278]",2,1,0,0,3,0
E_N008967_N010105,18249,unintentional_broken,5,"[""E_N008967_N008982"",""E_N008967_N010121"",""E_N008982_N010105"",""E_N010105_N010121"",""E_N008967_N008968""]","[""present"",""unintentional_missing"",""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053278,1.6122034611053278,1.6122034611053278,1.6122034611053286]",4,1,0,0,5,0
E_N008967_N010105,18249,unintentional_broken,10,"[""E_N008967_N008982"",""E_N008967_N010121"",""E_N008982_N010105"",""E_N010105_N010121"",""E_N008967_N008968"",""E_N008967_N010107"",""E_N008968_N010105"",""E_N010105_N010107"",""E_N008968_N010107"",""E_N008982_N010121""]","[""present"",""unintentional_missing"",""present"",""present"",""present"",""unintentional_missing"",""present"",""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053278,1.6122034611053278,1.6122034611053278,1.6122034611053286,1.6122034611053286,1.6122034611053286,1.6122034611053286,2.2799999999999994,2.2799999999999994]",8,2,0,0,10,0
E_N008967_N010107,18224,unintentional_missing,1,"[""E_N008967_N010105""]","[""unintentional_broken""]",[1.6122034611053286],0,0,1,0,1,0
E_N008967_N010107,18224,unintentional_missing,3,"[""E_N008967_N010105"",""E_N008968_N010107"",""E_N008967_N008968""]","[""unintentional_broken"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329]",2,0,1,0,3,0
E_N008967_N010107,18224,unintentional_missing,5,"[""E_N008967_N010105"",""E_N008968_N010107"",""E_N008967_N008968"",""E_N010105_N010107"",""E_N008967_N010121""]","[""unintentional_broken"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999985]",3,1,1,0,5,0
E_N008967_N010107,18224,unintentional_missing,10,"[""E_N008967_N010105"",""E_N008968_N010107"",""E_N008967_N008968"",""E_N010105_N010107"",""E_N008967_N010121"",""E_N008953_N010107"",""E_N008967_N008973"",""E_N008968_N010105"",""E_N010101_N010107"",""E_N008967_N008982""]","[""unintentional_broken"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728223]",5,4,1,0,10,0
E_N008967_N010121,18257,unintentional_missing,1,"[""E_N008967_N010105""]","[""unintentional_broken""]",[1.6122034611053278],0,0,1,0,1,0
E_N008967_N010121,18257,unintentional_missing,3,"[""E_N008967_N010105"",""E_N008967_N008982"",""E_N008982_N010121""]","[""unintentional_broken"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",2,0,1,0,3,0
E_N008967_N010121,18257,unintentional_missing,5,"[""E_N008967_N010105"",""E_N008967_N008982"",""E_N008982_N010121"",""E_N010105_N010121"",""E_N008967_N010107""]","[""unintentional_broken"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999985]",3,1,1,0,5,0
E_N008967_N010121,18257,unintentional_missing,10,"[""E_N008967_N010105"",""E_N008967_N008982"",""E_N008982_N010121"",""E_N010105_N010121"",""E_N008967_N010107"",""E_N008967_N008987"",""E_N008981_N010121"",""E_N008982_N010105"",""E_N010101_N010121"",""E_N008967_N008968""]","[""unintentional_broken"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728223]",5,4,1,0,10,0
E_N008981_N008987,15943,unintentional_missing,1,"[""E_N008981_N008982""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N008981_N008987,15943,unintentional_missing,3,"[""E_N008981_N008982"",""E_N008981_N008985"",""E_N008982_N008987""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N008981_N008987,15943,unintentional_missing,5,"[""E_N008981_N008982"",""E_N008981_N008985"",""E_N008982_N008987"",""E_N008985_N008987"",""E_N007847_N008987""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N008981_N008987,15943,unintentional_missing,10,"[""E_N008981_N008982"",""E_N008981_N008985"",""E_N008982_N008987"",""E_N008985_N008987"",""E_N007847_N008987"",""E_N008967_N008987"",""E_N008981_N009001"",""E_N008981_N010121"",""E_N008982_N008985"",""E_N007847_N008985""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,4,0,0,10,0
E_N008981_N009001,15970,unintentional_missing,1,"[""E_N008996_N009001""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N008981_N009001,15970,unintentional_missing,3,"[""E_N008996_N009001"",""E_N008981_N008985"",""E_N008981_N008996""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N008981_N009001,15970,unintentional_missing,5,"[""E_N008996_N009001"",""E_N008981_N008985"",""E_N008981_N008996"",""E_N008985_N009001"",""E_N008995_N009001""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N008981_N009001,15970,unintentional_missing,10,"[""E_N008996_N009001"",""E_N008981_N008985"",""E_N008981_N008996"",""E_N008985_N009001"",""E_N008995_N009001"",""E_N007847_N009001"",""E_N008981_N008987"",""E_N008981_N010135"",""E_N008985_N008996"",""E_N008995_N008996""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",5,5,0,0,10,0
E_N008981_N010121,18256,unintentional_missing,1,"[""E_N008981_N008982""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N008981_N010121,18256,unintentional_missing,3,"[""E_N008981_N008982"",""E_N008981_N010119"",""E_N008982_N010121""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
